panel,measure_category,general_domain,domain_name,scale_type,scale_length,time_frame,survey_item,response_options,original_varcode,varcode,info_source,comment,reverse_coding,behav_type,behav_paid,dependencies
LSVAW_M,Frequency,Domain_specific,Alcohol,Ordinal,5,30,"In an average month, how many times do you have five or more drinks in a row?","1) Never
2) One time
3) Two to five times
4) Six to nine times
5) Ten or more times","DRNKMO5
DRNKMO52
DRNKMO53
DRNKMO54
DRNKMO55",ALC_5DRINKS_MO_ORD5A,Questionnaires,Asked in W1-W5,N,NA,NA,"None
"
LSVAW_M,Frequency,Domain_specific,Alcohol,Ordinal,5,1,"On a typical drinking occasion, how many drinks did you consume (a drink means one can of beer, one glass of wine, or one mixed drink)?","1) One drink or less
2) Two to three
3) Four to six
4) Seven to nine
5) Ten or more","
DRNKOCC2
DRNKOCC3
DRNKOCC4
DRNKOCC5",ALC_DRINKS_PERTIME_ORD5A,Questionnaires,Asked in W2-W5,N,NA,NA,"None
"
LSVAW_M,Frequency,Domain_specific,Alcohol,Ordinal,5,365,"For the next set of items, indicate how many times in the last year you have done each, using:
Been drunk in a public place","1) Never
2) 1 to 2 times
3) 4 to 5 times
4) 6 to 10 times
5) More than 10 times","DRNKPUB
DRNKPUB2
DRNKPUB3
DRNKPUB4
DRNKPUB5",ALC_DRUNK_PUBLIC_YR_ORD5A,Questionnaires,Asked in W1-W5,N,NA,NA,"None
"
LSVAW_M,Frequency,Domain_specific,Alcohol,Ordinal,5,30,How many times do you become drunk or pretty high in an average month?,"1) More than ten times
2) Six to nine times
3) Two to five times
4) One time
5) Never","DRUNK
DRUNK2
DRUNK3
DRUNK4
DRUNK5",ALC_DRUNK_YR_ORD5A,Questionnaires,"Asked in W1-W5   
Coding in questionnaire is not correct. reverse coding not needed",N,NA,NA,None
LSVAW_M,Frequency,Domain_specific,Alcohol,Ordinal,5,365,"(In the past year,) How often do you drink alcohol?","1) I never drink or have not drunk in the past year

2) I drink less than once a month but at least once in the past year
3) I drink one to three times a month
4) I drink one to three times a week
5)I drink more than three times a week","
DRNKFRQ2
DRNKFRQ3
DRNKFRQ4
DRNKFRQ5",ALC_YR_ORD5A,Questionnaires,Asked in W1-W5,N,NA,NA,"None
"
LSVAW_M,Frequency,Domain_specific,Ethical,Ordinal,5,365,"For the next set of items, indicate how many times in the last year you have done each, using:
Avoided paying for such things as movies, bus or subway rides, and food.","1) Never
2) 1 to 2 times
3) 4 to 5 times
4) 6 to 10 times
5) More than 10 times","AVODPAY
AVODPAY2
AVODPAY3
AVODPAY4
AVODPAY5",AVOID_PAY_YR_ORD5A,Questionnaires,Asked in W1-W5,N,NA,NA,"None
"
LSVAW_M,Frequency,Domain_specific,Ethical,Ordinal,5,365,"For the next set of items, indicate how many times in the last year you have done each, using:
Sold marijuana.","1) Never
2) 1 to 2 times
3) 4 to 5 times
4) 6 to 10 times
5) More than 10 times","
SOLDMJ2
SOLDMJ3
SOLDMJ4
SOLDMJ5",CANNAB_SELL_YR_ORD5A,Questionnaires,Asked in W1-W5,N,NA,NA,"None
"
LSVAW_M,Frequency,Domain_specific,Drugs,Ordinal,5,365,"(In the past year,) How often do you use marijuana?","1) I never use marijuana or have not used marijuana in the past year

2) I use marijuana less than once a month but at least once in past year
3) I use marijuana one to three times a month

4) I use marijuana one to two times a week
5) I use marijuana more than twice a week","MJFREQ
MJFREQ2
MJFREQ3
MJFREQ4
MJFREQ5",CANNAB_YR_ORD5A,Questionnaires,Asked in W1-W5,N,NA,NA,"None
"
LSVAW_M,Frequency,Domain_specific,Ethical,Ordinal,5,365,"For the next set of items, indicate how many times in the last year you have done each, using:
Failed to return extra change that a cashier gave you by mistake","1) Never
2) 1 to 2 times
3) 4 to 5 times
4) 6 to 10 times
5) More than 10 times","CHANGE
CHANGE2
",CHANGE_KEEP_YR_ORD5A,Questionnaires,Asked in W1-W5,N,NA,NA,"None
"
LSVAW_M,Frequency,Domain_specific,Ethical,Ordinal,5,365,"For the next set of items, indicate how many times in the last year you have done each, using:
Cheated on an examination.","1) Never
2) 1 to 2 times
3) 4 to 5 times
4) 6 to 10 times
5) More than 10 times","
CHEATEX2
CHEATEX3
CHEATEX4
CHEATEX5",CHEATEX_YR_ORD5A,Questionnaires,Asked in W1-W5,N,NA,NA,"None
"
LSVAW_M,Frequency,Domain_specific,Ethical,Ordinal,5,365,"For the next set of items, indicate how many times in the last year you have done each, using:
Purposely damaged or destroyed property that did not belong to you.","1) Never
2) 1 to 2 times
3) 4 to 5 times
4) 6 to 10 times
5) More than 10 times","DAMAGE
DAMAGE2
DAMAGE3
DAMAGE4
DAMAGE5",DAMAGE_PROPER_YR_ORD5A,Questionnaires,Asked in W1-W5,N,NA,NA,"None
"
LSVAW_M,Frequency,Domain_specific,Ethical,Ordinal,5,365,"For the next set of items, indicate how many times in the last year you have done each, using:
Sold other drugs.","1) Never
2) 1 to 2 times
3) 4 to 5 times
4) 6 to 10 times
5) More than 10 times","
SOLDOTH2
SOLDOTH3
SOLDOTH4
SOLDOTH5",DRUG_SELL_YR_ORD5A,Questionnaires,Asked in W1-W5,N,NA,NA,"None
"
LSVAW_M,Frequency,Domain_specific,Drugs,Ordinal,5,365,"(In the past year,) How often do you use drugs other than alcohol or marijuana (for example: cocaine, speed,
 etc.)?","1) I never use other drugs or have not used other drugs in the past year
2) I use other drugs less than once a month but at least once in the past year
3) I use other drugs one to three times a month

4) I use other drugs one to two times a week
5) I use other drugs more than twice a week","OTHERRX
OTHERRX2
OTHERRX3
OTHERRX4
OTHERRX5",DRUG_YR_ORD5B,Questionnaires,Asked in W1-W5,N,NA,NA,"None
"
LSVAW_M,Frequency,Domain_specific,Ethical,Ordinal,5,365,"For the next set of items, indicate how many times in the last year you have done each, using:
Engaged in physical fights.","1) Never
2) 1 to 2 times
3) 4 to 5 times
4) 6 to 10 times
5) More than 10 times","PHYFIGH2
PHYFIGH2
PHYFIGH3
PHYFIGH4
PHYFIGH5",FIGHT_YR_ORD5A,Questionnaires,Asked in W1-W5,N,NA,NA,"None
"
LSVAW_M,Frequency,Domain_specific,Ethical,Ordinal,5,365,"For the next set of items, indicate how many times in the last year you have done each, using:
Used graffiti or defaced something.","1) Never
2) 1 to 2 times
3) 4 to 5 times
4) 6 to 10 times
5) More than 10 times","DEFACE
DEFACE2
DEFACE3
DEFACE4
DEFACE5",GRAFFITTI_YR_ORD5A,Questionnaires,Asked in W1-W5,N,NA,NA,"None
"
LSVAW_M,Frequency,Domain_specific,Ethical,Ordinal,5,365,"For the next set of items, indicate how many times in the last year you have done each, using:
Hit (or threatened to hit) other students","1) Never
2) 1 to 2 times
3) 4 to 5 times
4) 6 to 10 times
5) More than 10 times","HIT
HIT2
HIT3
HIT4
HIT5",HIT_PHYS_YR_ORD5A,Questionnaires,Asked in W1-W5,N,NA,NA,"None
"
LSVAW_M,Frequency,Domain_specific,Ethical,Ordinal,5,365,"For the next set of items, indicate how many times in the last year you have done each, using:
Lied about your age to gain entrance or to purchase something: for example, lying about your age to buy liquor or to get into a movie.","1) Never
2) 1 to 2 times
3) 4 to 5 times
4) 6 to 10 times
5) More than 10 times","LIED
LIED2
LIED3
LIED4
LIED5",LIE_AGE_YR_ORD5A,Questionnaires,Asked in W1-W5,N,NA,NA,"None
"
LSVAW_M,Frequency,Domain_specific,Ethical,Ordinal,5,365,"For the next set of items, indicate how many times in the last year you have done each, using:
Plagiarized (copied someone else's work and turned it in as your own).
","1) Never
2) 1 to 2 times
3) 4 to 5 times
4) 6 to 10 times
5) More than 10 times","PLAGIAR
PLAGIAR2
PLAGIAR3
PLAGIAR4
PLAGIAR5",PLAGIAR_YR_ORD5A,Questionnaires,Asked in W1-W5,N,NA,NA,"None
"
LSVAW_M,Frequency,Domain_specific,Ethical,Ordinal,5,365,"For the next set of items, indicate how many times in the last year you have done each, using:
Been loud, rowdy, or unruly in a public place (disorderly conduct).","1) Never
2) 1 to 2 times
3) 4 to 5 times
4) 6 to 10 times
5) More than 10 times","ROWDY
ROWDY2
ROWDY3
ROWDY4
ROWDY5",ROWDY_YR_ORD5A,Questionnaires,Asked in W1-W5,N,NA,NA,"None
"
LSVAW_M,Frequency,Domain_specific,Ethical,Ordinal,5,365,"For the next set of items, indicate how many times in the last year you have done each, using:
Knowingly bought, sold or held stolen goods (or tried to do any of these things).","1) Never
2) 1 to 2 times
3) 4 to 5 times
4) 6 to 10 times
5) More than 10 times","GOODS
GOODS2
GOODS3
GOODS4
GOODS5",SELL_STEAL_YR_ORD5A,Questionnaires,Asked in W1-W5,N,NA,NA,"None
"
LSVAW_M,Frequency,Domain_specific,Sex,Ordinal,5,365,"Consider your sexual experience with the opposite sex. With approximately how many
 different people have you had sexual intercourse during the past school year?","1) None
2) One
3) Two to five
4) Six to ten
5) Over ten","SEXHIST
SEXHIST2
SEXHIST3
SEXHIST4
SEXHIST5",SEX_PRTNR_YR_ORD5B,Questionnaires,Asked in W1-W5,N,NA,NA,"None
"
LSVAW_M,Frequency,Domain_specific,Ethical,Ordinal,5,365,"For the next set of items, indicate how many times in the last year you have done each, using:
Stolen money or other things from your parents or other members of your family.","1) Never
2) 1 to 2 times
3) 4 to 5 times
4) 6 to 10 times
5) More than 10 times","STELFAM
STELFAM2
STELFAM3
STELFAM4
STELFAM5",STEAL_FAM_YR_ORD5A,Questionnaires,Asked in W1-W5,N,NA,NA,"None
"
LSVAW_M,Frequency,Domain_specific,Ethical,Ordinal,5,365,"For the next set of items, indicate how many times in the last year you have done each, using:
Stolen (or tried to steal) things worth $5 and $50.","1) Never
2) 1 to 2 times
3) 4 to 5 times
4) 6 to 10 times
5) More than 10 times","STEAL
STEAL2
STEAL3
STEAL4
STEAL5",STEAL_M5USD_YR_ORD5A,Questionnaires,Asked in W1-W5,N,NA,NA,"None
"
LSVAW_M,Frequency,Domain_specific,Ethical,Ordinal,5,365,"For the next set of items, indicate how many times in the last year you have done each, using:
Carried a hidden weapon other than a plain pocket knife.","1) Never
2) 1 to 2 times
3) 4 to 5 times
4) 6 to 10 times
5) More than 10 times","WEAPON
WEAPON2
WEAPON3
WEAPON4
WEAPON5",WEAPON_CARRY_YR_ORD5A,Questionnaires,Asked in W1-W5,N,NA,NA,"None
"
LSVAW_W,Frequency,Domain_specific,Alcohol,Ordinal,5,30,"In an average month, how many times do you have 5 or more drinks in a row?","1) Never
2) One time
3) Two to five times
4) Six to nine times
5) Ten or more times","DRINKMO5
DRNKMO52
DRNKMO53
DRNKMO54
DRNKMO55",ALC_5DRINKS_MO_ORD5A,Questionnaires,Asked in W1-W5,N,NA,NA,NA
LSVAW_W,Frequency,Domain_specific,Alcohol,Ordinal,5,1,"On a typical drinking occasion, how many drinks did you consume (a drink means one can of beer, one glass of wine, or one mixed drink)?","1) One drink or less
2) Two to three drinks
3) Four to six drinks
4) Seven to nine
5) Ten or more","DRNKOCC3
DRNKOCC4
DRNKOCC5",ALC_DRINKS_PERTIME_ORD5A,Questionnaires,Asked in W3-W5,N,NA,NA,None
LSVAW_W,Frequency,Domain_specific,Alcohol,Ordinal,5,365,How many times did you become drunk or pretty high in an average month during the past (school) year?,"1) Never
2) One time
3) Two to five times
4) Six to nine times
5) Ten or more times","DRUNK
DRUNK2
DRUNK3
DRUNK4
DRUNK5",ALC_DRUNK_YR_ORD5A,Questionnaires,Asked in W1-W5,N,NA,NA,NA
LSVAW_W,Frequency,Domain_specific,Alcohol,Ordinal,5,365,"(In the past year,) How often do you drink alcohol?","1) I never drink or have not drunk in the past year
2) I drink less than once a month but at least once in the past year
3) I drink one to three times a month
4) I drink one to two times a week
5) I drink more than twice a week","DRNKFREQ
DRNKFREQ2
DRNKFREQ3
DRNKFREQ4
DRNKFREQ5",ALC_YR_ORD5A,Questionnaires,Asked in W1-W5,N,NA,NA,None
LSVAW_W,Frequency,Domain_specific,Ethical,Ordinal,5,365,"For the next set of items, indicate how many times in the last year you have done each, using:
Avoided paying for such things as movies, bus or subway rides, and food","1) Never
2) 1 to 3 times
3) 4 to 5 times
4) 6 to 10 times
5) More than 10 times","AVODPAY3
AVODPAY4
AVODPAY5",AVOID_PAY_YR_ORD5A,Questionnaires,Asked in W3-W5,N,NA,NA,None
LSVAW_W,Frequency,Domain_specific,Ethical,Ordinal,5,365,"For the next set of items, indicate how many times in the last year you have done each, using:
Sold marijuana.","1) Never
2) 1 to 3 times
3) 4 to 5 times
4) 6 to 10 times
5) More than 10 times","SOLDMJ3
SOLDMJ4
SOLDMJ5",CANNAB_SELL_YR_ORD5A,Questionnaires,Asked in W3-W5,N,NA,NA,None
LSVAW_W,Frequency,Domain_specific,Drugs,Ordinal,5,365,"(In the past (school) year,) How often do you currently use marijuana? 
","1) I never use marijuana or have not used marijuana during the past school year
2) I use marijuana less than once a month but at least once in the past year
3) I use marijuana one to three times a month
4) I use marijuana one to two times a week

5) I use marijuana more than twice a week","MJFREQ
MJFREQ2
MJFREQ3
MJFREQ4
MJFREQ5",CANNAB_YR_ORD5A,Questionnaires,Asked in W1-W5,N,NA,NA,NA
LSVAW_W,Frequency,Domain_specific,Ethical,Ordinal,5,365,"For the next set of items, indicate how many times in the last year you have done each, using: Cheated on an examination.","1) Never
2) 1 to 3 times
3) 4 to 5 times
4) 6 to 10 times
5) More than 10 times","CHEATEX3
CHEATEX4
CHEATEX5",CHEATEX_YR_ORD5A,Questionnaires,Asked in W3-W5,N,NA,NA,None
LSVAW_W,Frequency,Domain_specific,Ethical,Ordinal,5,365,"For the next set of items, indicate how many times in the last year you have done each, using:
Purposely damaged or destroyed property that did not belong to you.","1) Never
2) 1 to 3 times
3) 4 to 5 times
4) 6 to 10 times
5) More than 10 times","DAMAGE3
DAMAGE4
DAMAGE5",DAMAGE_PROPER_YR_ORD5A,Questionnaires,Asked in W3-W5,N,NA,NA,NA
LSVAW_W,Frequency,Domain_specific,Ethical,Ordinal,5,365,"For the next set of items, indicate how many times in the last year you have done each, using:
Sold other drugs.","1) Never
2) 1 to 3 times
3) 4 to 5 times
4) 6 to 10 times
5) More than 10 times","SOLDOTH3
SOLDOTH4
SOLDOTH5",DRUG_SELL_YR_ORD5A,Questionnaires,Asked in W3-W5,N,NA,NA,None
LSVAW_W,Frequency,Domain_specific,Drugs,Ordinal,5,365,"(In the past (school) year,) How often do you use drugs other than alcohol or marijuana (for example: cocaine, speed, etc.)?","1) I never use other drugs or have not used other drugs in the past school year
2)  I use other drugs less than once a month but at least once in the past year

3) I use other drugs one to three times a month

4) I use other drugs one to two times a week

5) I use other drugs more than twice a week","OTHERRX
OTHERRX2
OTHERRX3
OTHERRX4
OTHERRX5",DRUG_YR_ORD5B,Questionnaires,Asked in W1-W5,N,NA,NA,NA
LSVAW_W,Frequency,Domain_specific,Ethical,Ordinal,5,365,"For the next set of items, indicate how many times in the last year you have done each, using:
Engaged in physical fights","1) Never
2) 1 to 3 times
3) 4 to 5 times
4) 6 to 10 times
5) More than 10 times","PHYFIGH3
PHYFIGH4
PHYFIGH5",FIGHT_YR_ORD5A,Questionnaires,Asked in W3-W5,N,NA,NA,None
LSVAW_W,Frequency,Domain_specific,Ethical,Ordinal,5,365,"For the next set of items, indicate how many times in the last year you have done each, using:
Used graffitti or defaced something.","1) Never
2) 1 to 3 times
3) 4 to 5 times
4) 6 to 10 times
5) More than 10 times","DEFACE3
DEFACE4
DEFACE5",GRAFFITTI_YR_ORD5A,Questionnaires,Asked in W3-W5,N,NA,NA,None
LSVAW_W,Frequency,Domain_specific,Ethical,Ordinal,5,365,"For the next set of items, indicate how many times in the last year you have done each, using:
Hit (or threatened to hit) other persons.","1) Never
2) 1 to 3 times
3) 4 to 5 times
4) 6 to 10 times
5) More than 10 times","HIT3
HIT4
HIT5",HIT_PHYS_YR_ORD5A,Questionnaires,Asked in W3-W5,N,NA,NA,None
LSVAW_W,Frequency,Domain_specific,Ethical,Ordinal,5,365,"For the next set of items, indicate how many times in the last year you have done each, using:
Lied about your age to gain entrance or to purchase something: for example, lying about your
age to buy liquor or get into a movie.","1) Never
2) 1 to 3 times
3) 4 to 5 times
4) 6 to 10 times
5) More than 10 times","LIED3
LIED4
LIED5",LIE_AGE_YR_ORD5A,Questionnaires,Asked in W3-W5,N,NA,NA,None
LSVAW_W,Frequency,Domain_specific,Ethical,Ordinal,5,365,"For the next set of items, indicate how many times in the last year you have done each, using:
Plagiarized (copied someone else's work and turned it in as your own).","1) Never
2) 1 to 3 times
3) 4 to 5 times
4) 6 to 10 times
5) More than 10 times","PLAGIAR3
PLAGIAR4
PLAGIAR5",PLAGIAR_YR_ORD5A,Questionnaires,Asked in W3-W5,N,NA,NA,None
LSVAW_W,Frequency,Domain_specific,Ethical,Ordinal,5,365,"For the next set of items, indicate how many times in the last year you have done each, using: Been loud, rowdy, or unruly in a public place (disorderly conduct).","1) Never
2) 1 to 3 times
3) 4 to 5 times
4) 6 to 10 times
5) More than 10 times","
ROWDY3
ROWDY4
ROWDY5",ROWDY_YR_ORD5A,Questionnaires,Asked in W3-W5,N,NA,NA,None
LSVAW_W,Frequency,Domain_specific,Ethical,Ordinal,5,365,"For the next set of items, indicate how many times in the last year you have done each, using:
Knowingly bought, sold or held stolen goods (or tried to do any of these things).","1) Never
2) 1 to 3 times
3) 4 to 5 times
4) 6 to 10 times
5) More than 10 times","GOODS3
GOODS4
GOODS5",SELL_STEAL_YR_ORD5A,Questionnaires,Asked in W3-W5,N,NA,NA,None
LSVAW_W,Frequency,Domain_specific,Sex,Ordinal,5,365,"Consider your sexual experience with the opposite sex. With approximately how many different
people have you had sexual intercourse during the past school year?","1) None
2) 1
3) 2-5
4) 6-10
5) Over 10","SEXHIST
SEXHIST2
SEXHIST3
SEXHIST4
SEXHIST5",SEX_PRTNR_YR_ORD5B,Questionnaires,Asked in W1-W5,N,NA,NA,NA
LSVAW_W,Frequency,Domain_specific,Ethical,Ordinal,5,365,"For the next set of items, indicate how many times in the last year you have done each, using:
Stolen money or other things from your parents or other members of your family.","1) Never
2) 1 to 3 times
3) 4 to 5 times
4) 6 to 10 times
5) More than 10 times","STELFAM3
STELFAM4
STELFAM5",STEAL_FAM_YR_ORD5A,Questionnaires,Asked in W3-W5,N,NA,NA,None
LSVAW_W,Frequency,Domain_specific,Ethical,Ordinal,5,365,"For the next set of items, indicate how many times in the last year you have done each, using:
Stolen (or tried to steal) something worth more than $5.","1) Never
2) 1 to 3 times
3) 4 to 5 times
4) 6 to 10 times
5) More than 10 times","STEAL3
STEAL4
STEAL5",STEAL_M5USD_YR_ORD5A,Questionnaires,Asked in W3-W5,N,NA,NA,None
LSVAW_W,Frequency,Domain_specific,Ethical,Ordinal,5,365,"For the next set of items, indicate how many times in the last year you have done each, using:
Carried a hidden weapon other than a plain pocket knife.","1) Never
2) 1 to 3 times
3) 4 to 5 times
4) 6 to 10 times
5) More than 10 times","WEAPON3
WEAPON4
WEAPON5",WEAPON_CARRY_YR_ORD5A,Questionnaires,Asked in W3-W5,N,NA,NA,None
MIDUS,Frequency,Domain_specific,Alcohol,Open_Ended,NA,30,"
Considering all types of alcoholic beverages, how many times during the past month did you have 5 or more drinks on the same occasion?",number of occasions,"
B1PA53 (M2P1)
C1PA53 (M3P1)",ALC_5DRINKS_MO_OEA,"Online codebook:
https://midus.colectica.org/",Asked to P1,N,NA,NA,"For MKE1 BACA53 gets skipped/NA if (BACA49 = 96) OR (BACA50 = 2) OR (BACA51A = NEVER)
For MKE2 CACA53 gets skipped/NA if (CACA49 = 96) OR (CACA50 = 2)  OR (CACA51 = NEVER)
FOR M2P1 B1PA53 gets skipped/NA if (B1PA49 = NEVER) OR (B1PA50 = 2) OR (B1PA51 = NEVER) 
FOR M3P1 C1PA53 gets skipped/NA if (C1PA49 = NEVER) OR (C1PA50 = 2) OR (C1PA51A = NEVER DRINK)


A49: How old were you when you had your first drink, not counting a sip of someone else's drink?
A50: During the past month, have you had at least one drink of any alcoholic beverage such as beer, wine, wine coolers, or liquor? Yes (1), No (2)
A51: During the past month, how often did you drink any alcoholic beverages, on the average? Would you say every day, 5 or 6 days a week, 3 or 4 days a week, 1 or 2 days a week, or less often than 1 day a week?
A51A: Would that be three or four days a month, one or two days a month, or less often than that? Never drink (4)"
MIDJA,Frequency,Domain_specific,Alcohol,Open_Ended,NA,30,"
Considering all types of alcoholic beverages, how many times during the past month did you have 5 or more drinks on the same occasion?",number of occasions,"
J1SC3 (MIDJA 1)
K1SC3 (MIDJA 2)",ALC_5DRINKS_MO_OEA,"Online codebook:
https://midus.colectica.org/",Asked in MIDJA 1 & 2,N,NA,NA,"K1SC3 gets skipped/NA if (K1SC1 = 6) 
J1SC3 gets skipped/NA if (J1SC1 = 6)"
MIDUS,Frequency,Domain_specific,Alcohol,Open_Ended,NA,1,"By one 'drink', we mean either a bottle of beer, a wine cooler, a glass of wine, a shot of liquor, or a mixed drink. With this definition in mind, on the days when you drank, about how many drinks did you drink on the average?",number of drinks per day,"
B1PA52 (M2P1)
C1PA52 (M3P1)",ALC_DRINKS_DAY_OEB,"Online codebook:
https://midus.colectica.org/",Asked to P1,N,NA,NA,"For MKE1 BACA53 gets skipped/NA if (BACA49 = 96) OR (BACA50 = 2) OR (BACA51A = 4)
For MKE2 CACA53 gets skipped/NA if (CACA49 = 96) OR (CACA50 = 2)  OR (CACA51 = 4)
FOR M2P1 B1PA53 gets skipped/NA if (B1PA49 = NEVER) OR (B1PA50 = 2) OR (B1PA51 = NEVER) 
FOR M3P1 C1PA53 gets skipped/NA if (C1PA49 = NEVER) OR (C1PA50 = 2) OR (C1PA51A = NEVER DRINK)


A49: How old were you when you had your first drink, not counting a sip of someone else's drink?
A50: During the past month, have you had at least one drink of any alcoholic beverage such as beer, wine, wine coolers, or liquor? Yes (1), No (2)
A51: During the past month, how often did you drink any alcoholic beverages, on the average? Would you say every day, 5 or 6 days a week, 3 or 4 days a week, 1 or 2 days a week, or less often than 1 day a week?
A51A: Would that be three or four days a month, one or two days a month, or less often than that? Never drink (4)"
MIDJA,Frequency,Domain_specific,Alcohol,Open_Ended,NA,1,"By one 'drink', we mean either a bottle of beer, a wine cooler, a glass of wine, a shot of liquor, or a mixed drink. With this definition in mind, on the days when you drank, about how many drinks did you drink on the average?",number of drinks per day,"
J1SC2 (MIDJA 1)
K1SC2 (MIDJA 2)",ALC_DRINKS_DAY_OEB,"Online codebook:
https://midus.colectica.org/",Asked in MIDJA 1 & 2,N,NA,NA,"K1SC2 gets skipped/NA if (K1SC1 = 6) 
J1SC2 gets skipped/NA if (J1SC1 = 6) 

"
MIDUS,Frequency,Domain_specific,Alcohol,Ordinal,6,365,"In the past 12 months, how many times have you been under the effects of alcohol or suffering its after effects while at work or school, or while taking care of children? Would you say never, once or twice, 3 to 5 times, 6 to 10 times, 11 to 20 times, or more than 20 times?","1) Never
2)  once or twice
3) 3 to 5 times
4) 6 to 10 times
5) 11 to 20 times
6) more than 20 times","A1SA46 (M1P1)
B1SA68 (M2P1)
C1SA66 (M3P1)

",ALC_EFFECT_YR_ORD6A,"Online codebook:
https://midus.colectica.org/",Asked to P1 and Milwaukee sample,N,NA,NA,none
MIDUS,Frequency,Domain_specific,Alcohol,Ordinal,6,30,"During the past month, how often did you drink any alcoholic beverages, on the average? Would you say every day, 5 or 6 days a week, 3 or 4 days a week, 1 or 2 days a week, or less often than 1 day a week?","1) every day
2) 5 or 6 days a week
3) 3 or 4 days a week
4) 1 or 2 days a week
5) less often than 1 day a week
6) Never","B1PA51 (M2P1)
C1PA51 (M3P1)",ALC_MO_ORD6A,"Online codebook:
https://midus.colectica.org/",Asked to P1,Y,NA,NA,"For MKE1 BACA51 gets skipped/NA if (BACA49 = 96) OR (BACA50 = 2)
For MKE2 CACA51 gets skipped/NA if (CACA49 = 96) OR (CACA50 = 2) 
FOR M2P1 B1PA51 gets skipped/NA if (B1PA49 = NEVER) OR (B1PA50 = 2)
FOR M3P1 C1PA51 gets skipped/NA if (C1PA49 = NEVER) OR (C1PA50 = 2) 


A49: How old were you when you had your first drink, not counting a sip of someone else's drink?
A50: During the past month, have you had at least one drink of any alcoholic beverage such as beer, wine, wine coolers, or liquor? Yes (1), No (2)"
MIDJA,Frequency,Domain_specific,Alcohol,Ordinal,6,30,"During the past month, how often did you drink any alcoholic beverages, on the average?","1) every day
2) 5 or 6 days a week
3) 3 or 4 days a week
4) 1 or 2 days a week
5) less often than 1 day a week
6) Never","
J1SC1 (MIDJA 1)
K1SC1 (MIDJA 2)",ALC_MO_ORD6A,"Online codebook:
https://midus.colectica.org/",Asked in MIDJA 1 & 2,Y,NA,NA,NA
MIDUS,Frequency,Domain_specific,Alcohol,Ordinal,6,365,"During the past 12 months, how many times did you use alcohol in much larger amounts than you intended to when you began, or used it for a longer period of time than you intended to? Would you say never, once or twice, 3 to 5 times, 6 to 10 times, 11 to 20 times, or more than 20 times?","1) Never
2)  once or twice
3) 3 to 5 times
4) 6 to 10 times
5) 11 to 20 times
6) more than 20 times","A1SA45 (M1P1)
B1SA67 (M2P1)
C1SA65 (M3P1)
",ALC_OVERCONS_YR_ORD6A,"Online codebook:
https://midus.colectica.org/",Asked to P1,N,NA,NA,none
MIDJA,Frequency,Domain_specific,Alcohol,Ordinal,6,365,"During the past 12 months, how many times did you use alcohol in much larger amounts than you intended to when you began, or used it for a longer period of time than you intended to?","1) Never
2)  once or twice
3) 3 to 5 times
4) 6 to 10 times
5) 11 to 20 times
6) 21 times or more","
J1SC4 (MIDJA 1)
K1SC4 (MIDJA 2)",ALC_OVERCONS_YR_ORD6A,"Online codebook:
https://midus.colectica.org/",Asked in MIDJA 1 & 2,N,NA,NA,"K1SC4 gets skipped/NA if (K1SC1 = 6) 
J1SC4 gets skipped/NA if (J1SC1 = 6) 

"
MIDUS,Frequency,Domain_specific,Drugs,Ordinal,6,365,"In the past 12 months, how many times have you been under the effects of any of these substances or suffering their after effects while at work or school, or while taking care of children?","1) Never
2)  once or twice
3) 3 to 5 times
4) 6 to 10 times
5) 11 to 20 times
6) more than 20 times","A1SA42 (M1P1)
B1SA64 (M2P1)
C1SA61 (M3P1)

",DRUG_EFFECT_YR_ORD6A,"Online codebook:
https://midus.colectica.org/",Asked to P1,N,NA,NA,"For M1P1 A1SA41 gets skipped if all previously asked yes/no questions on consuming different drugs have a No answer (A1SA40A THROUGH A1SA40J = 2)
For M2P1 B1SA63 gets skipped if all previously asked yes/no questions on consuming different drugs have a No answer (B1SA62A THROUGH B1SA62J = 2)
For M3P1 C1SA60 gets skipped if all previously asked yes/no questions on consuming different drugs have a No answer (C1SA62A THROUGH C1SA62J = 2)
For MKE1 BACAS63 gets skipped if all previously asked yes/no questions on consuming different drugs have a No answer (BACAS62A THROUGH BACAS62J = 2)
For MKE2 CACAS63 gets skipped if all previously asked yes/no questions on consuming different drugs have a No answer (CACAS62A THROUGH CACAS62J = 2)"
MIDJA,Frequency,Domain_specific,Drugs,Ordinal,6,365,"In the past 12 months, how many times have you been under the effects of alcohol or suffering its after effects while at work or school, or while taking care of children?","1) Never
2)  once or twice
3) 3 to 5 times
4) 6 to 10 times
5) 11 to 20 times
6) 21 times or more","
J1SC5 (MIDJA 1)
K1SC5 (MIDJA 2)",ALC_EFFECT_YR_ORD6A,"Online codebook:
https://midus.colectica.org/",Asked in MIDJA 1 & 2,N,NA,NA,"K1SC5 gets skipped/NA if (K1SC1 = 6) 
J1SC5 gets skipped/NA if (J1SC1 = 6) 

"
